77,6,488
73,12,0
39,2,209
6,5,463
89,6,0
90,10,0
3,9,0
31,12,209
23,0,209
82,10,0
7,9,0
86,10,0
96,4,0
56,2,209
23,12,209
12,8,463
32,7,209
71,9,0
9,8,463
82,13,0
44,0,209
39,7,209
26,9,209
7,11,0
93,1,0
20,3,209
17,5,463
68,5,209
75,10,0
40,8,209
76,1,488
64,8,209
0,7,0
11,3,463
70,6,0
95,11,0
33,1,209
38,11,209
78,9,0
21,1,209
50,7,209
58,0,209
5,6,463
15,7,463
23,6,209
80,7,0
85,7,0
87,1,0
86,0,0
7,7,463
20,1,209
71,4,0
37,7,209
36,6,209
67,11,209
13,2,489
0,8,0
55,3,209
6,8,463
11,0,463
41,1,209
1,7,0
61,5,209
82,8,0
97,5,0
82,9,0
83,11,0
26,11,209
13,12,463
45,1,209
77,3,0
40,3,209
53,8,209
49,10,209
86,1,0
10,6,463
81,1,0
36,4,209
97,1,0
85,12,0
37,12,209
75,1,0
47,1,209
78,10,0
66,9,209
83,3,0
44,6,209
35,1,209
48,7,209
76,2,488
17,11,209
86,8,0
86,6,0
97,9,0
72,8,209
24,5,209
36,12,209
67,9,209
7,5,463
90,3,0
28,4,209
68,9,209
18,12,209
22,8,209
92,8,0
26,2,209
22,0,209
73,7,0
1,8,0
72,3,209
25,11,209
43,9,209
71,7,209
97,7,0
41,0,209
45,0,209
62,1,209
39,4,209
73,10,209
18,11,209
78,11,0
67,2,209
21,12,209
55,7,209
99,2,0
91,2,0
12,11,463
44,12,209
29,11,482
65,11,209
16,8,0
51,9,209
35,9,209
50,9,209
90,1,0
5,0,463
84,10,0
24,1,209
22,4,209
67,5,209
58,7,209
46,8,209
38,0,209
71,1,209
79,4,0
67,7,209
2,14,0
19,6,209
40,6,209
67,10,209
91,8,0
41,9,209
91,7,0
3,4,463
24,2,209
50,3,209
62,11,209
35,11,209
41,3,209
74,4,0
18,5,209
37,3,209
70,5,0
20,4,209
27,3,209
13,4,463
69,6,209
42,11,209
56,11,209
59,8,209
77,4,488
74,9,209
49,11,209
7,2,463
10,10,463
14,4,489
25,8,209
12,2,463
61,0,209
23,9,209
31,11,209
20,7,209
62,8,209
95,0,0
65,3,209
1,6,0
40,11,209
26,3,209
76,3,488
54,7,209
43,3,209
39,11,209
84,2,0
61,4,209
28,1,209
22,10,209
37,0,209
31,4,209
96,2,0
26,0,209
5,2,463
3,6,0
76,10,0
54,5,209
97,12,0
84,1,0
8,10,0
25,0,209
10,3,463
28,5,209
56,9,486
78,0,0
53,7,209
7,3,463
71,8,0
25,6,209
75,6,488
68,2,209
73,1,0
17,9,209
47,3,209
78,3,0
49,4,209
79,7,0
12,4,463
3,5,0
70,3,209
11,4,463
2,11,0
58,1,209
26,5,209
34,12,209
65,2,209
70,8,0
93,4,0
34,5,209
54,4,209
24,0,209
39,1,209
64,5,209
21,3,209
51,6,209
74,11,0
67,6,209
78,8,0
28,9,209
57,1,209
79,2,0
46,5,209
71,3,0
10,2,463
80,5,0
90,2,0
90,7,0
97,10,0
93,3,0
91,0,0
9,3,463
14,0,489
39,3,209
31,8,209
46,11,209
23,11,209
14,11,463
85,6,0
42,5,209
73,3,0
88,8,0
26,12,209
86,2,0
4,5,0
34,6,209
28,0,209
51,7,209
90,9,0
58,5,209
85,3,0
68,4,209
13,10,463
77,7,488
92,0,0
53,6,209
54,10,209
76,9,0
70,1,209
21,8,209
15,12,463
99,12,0
85,8,0
50,6,209
14,2,489
25,10,209
16,0,463
25,3,209
66,1,209
81,10,0
13,9,463
93,5,0
82,5,0
73,5,0
81,5,0
20,0,209
18,10,209
25,5,209
10,5,463
70,0,209
54,2,209
9,6,463
97,6,0
93,10,0
7,10,463
28,3,209
3,0,463
52,11,209
59,2,209
4,8,0
51,2,209
32,12,209
27,1,209
66,3,209
33,8,209
45,11,209
44,9,209
43,0,209
50,4,209
2,4,0
54,11,209
32,10,209
46,6,209
21,6,209
41,4,209
59,4,209
93,2,0
94,1,0
35,0,209
82,3,0
33,4,209
43,2,209
96,12,0
47,10,209
74,7,0
9,2,463
42,3,209
49,2,209
61,2,209
75,8,488
87,8,0
46,12,209
98,0,0
89,0,0
38,2,209
76,8,488
95,1,0
73,2,0
87,6,0
2,2,0
33,0,209
60,2,209
95,12,0
22,7,209
30,9,209
93,0,0
60,1,209
98,6,0
0,6,0
40,12,209
0,0,0
7,8,0
54,0,209
37,2,209
18,7,463
74,2,488
58,8,209
99,6,0
63,6,209
20,11,209
48,5,209
43,10,209
8,8,463
29,4,209
45,6,209
24,7,209
50,8,209
48,13,209
14,1,489
48,4,209
56,7,209
65,6,209
86,3,0
82,6,0
63,8,209
72,7,0
27,11,209
97,0,0
30,1,209
78,7,0
38,7,209
79,9,0
42,7,209
47,11,209
40,5,209
47,7,209
30,4,209
86,7,0
76,7,0
41,8,209
46,4,209
65,5,209
27,0,209
14,8,463
30,2,209
37,11,209
57,10,209
46,7,209
26,7,209
32,6,209
29,2,209
14,7,463
69,3,209
40,1,209
56,4,209
79,8,0
79,3,0
95,13,0
70,4,209
36,3,209
97,2,0
79,1,0
59,7,209
35,10,209
98,5,0
56,6,209
94,3,0
52,2,209
69,2,209
52,12,209
45,7,209
5,5,463
32,2,209
97,8,0
61,1,209
1,4,0
56,8,209
50,2,209
17,4,463
84,9,0
18,8,0
4,4,463
73,6,0
97,4,0
27,4,209
70,11,209
77,2,488
28,10,209
32,1,209
77,11,0
51,3,209
19,3,209
43,5,209
60,8,209
52,5,209
27,10,209
71,11,0
20,6,209
19,10,209
10,7,0
87,4,0
9,9,463
78,1,0
94,4,0
13,6,463
90,4,0
74,3,0
80,9,0
19,11,209
78,2,488
5,3,463
24,10,209
41,2,209
91,10,0
97,3,0
69,7,209
80,3,0
12,3,463
61,6,209
98,9,0
69,12,209
68,3,209
99,5,0
3,3,463
48,0,209
53,10,209
68,0,209
81,3,0
92,4,0
92,7,0
41,10,209
11,11,463
29,6,209
77,1,0
80,0,0
67,8,209
49,8,209
55,1,209
16,5,463
10,4,463
70,10,209
34,11,209
20,9,209
13,1,463
86,5,0
36,7,209
3,2,463
86,11,0
47,9,209
45,5,209
37,4,209
64,6,209
43,8,209
35,8,209
60,10,209
22,9,209
67,4,209
75,0,0
96,3,0
14,6,463
18,6,463
3,1,463
64,2,209
85,1,0
79,10,0
22,11,209
32,5,209
43,11,209
34,2,209
45,8,209
93,8,0
96,11,0
93,11,0
68,6,209
74,6,0
68,1,209
39,8,209
45,12,209
47,0,209
36,11,209
27,9,209
28,6,209
65,7,209
60,9,209
98,8,0
62,13,209
94,11,0
96,7,0
80,11,0
73,4,0
75,3,488
63,12,209
76,4,488
98,11,0
59,9,209
5,9,0
94,5,0
42,12,209
66,7,209
8,7,463
35,7,209
11,6,463
6,0,463
32,9,209
47,2,209
74,10,0
9,1,463
98,1,0
53,11,209
86,4,0
59,5,209
75,9,0
63,3,209
5,4,463
72,5,0
2,13,0
76,6,0
50,0,209
55,0,209
68,11,209
53,4,209
40,4,209
81,0,0
39,6,209
52,7,209
6,3,463
39,10,209
37,10,209
44,7,209
38,12,209
74,0,0
93,9,0
61,9,209
84,8,0
57,9,209
50,10,209
53,5,209
95,4,0
94,2,0
77,0,0
2,8,0
16,4,463
37,8,209
31,1,209
55,10,209
14,9,463
83,9,0
57,3,209
99,8,0
44,3,209
62,0,209
48,1,209
25,7,209
15,3,463
37,9,209
17,1,209
20,8,209
3,11,0
99,4,0
45,2,209
57,5,209
1,3,463
0,5,0
77,9,0
79,6,0
97,11,0
22,3,209
21,5,209
91,1,0
42,9,209
83,5,0
64,3,209
73,11,0
4,10,0
90,0,0
10,8,463
36,13,209
52,3,209
13,8,463
4,11,0
78,4,0
1,1,0
99,3,0
68,7,209
57,2,209
87,2,0
83,10,0
90,8,0
65,1,209
19,5,463
36,1,209
39,9,209
83,0,0
50,12,209
58,2,209
42,2,209
89,10,0
29,1,209
60,4,209
4,7,0
85,2,0
16,9,0
48,12,209
1,2,0
56,1,209
51,10,209
52,6,209
15,6,489
80,8,0
57,11,209
11,5,463
32,4,209
36,2,209
82,7,0
9,7,463
85,0,0
33,10,209
58,6,209
29,8,209
90,6,0
69,5,209
56,12,209
15,9,463
36,5,209
33,11,209
74,5,0
87,5,0
69,0,209
46,9,209
54,1,209
55,8,209
40,7,209
34,10,209
80,2,0
43,4,209
83,2,0
80,1,0
40,2,209
48,6,209
39,0,209
84,11,0
66,6,209
69,4,209
2,0,463
56,10,209
42,6,209
79,0,0
31,6,209
55,11,209
87,0,0
68,10,209
52,10,209
16,6,463
70,2,209
22,2,209
29,3,209
54,9,209
54,6,209
34,7,209
69,10,0
64,10,209
64,1,209
99,7,0
34,1,209
70,7,0
0,1,0
60,6,209
94,13,0
7,0,463
63,11,209
72,9,0
47,8,209
43,1,209
52,1,209
10,11,463
84,3,0
15,11,0
99,0,0
60,0,209
99,10,0
11,2,463
34,4,209
82,4,0
63,1,209
6,12,0
36,10,209
42,1,209
23,2,209
8,1,463
88,1,0
88,5,0
59,0,209
11,1,463
87,10,0
63,2,209
0,4,0
61,8,209
32,8,209
82,2,0
77,8,0
2,10,0
56,14,209
12,1,463
95,6,0
57,0,209
26,4,209
55,6,209
7,4,463
98,10,0
89,1,0
21,0,209
6,11,0
80,6,0
91,3,0
12,7,463
7,6,463
96,0,0
69,11,0
49,5,209
16,10,0
38,9,209
65,4,209
58,9,209
24,3,209
81,8,0
76,0,488
51,0,209
47,12,209
71,5,0
26,1,209
54,3,209
10,0,463
72,0,0
10,12,463
87,7,0
65,0,209
13,11,463
64,0,209
6,4,463
75,4,488
60,7,209
89,11,0
22,1,209
41,7,209
22,6,209
26,10,209
4,0,463
93,7,0
42,4,209
44,5,209
96,10,0
27,2,209
11,9,463
38,4,209
91,4,0
17,2,463
14,3,489
58,4,209
25,4,209
1,11,0
8,3,0
47,6,209
34,3,209
34,0,209
75,7,0
47,4,209
2,1,0
71,2,209
48,8,209
2,5,0
83,8,0
22,5,209
51,1,209
88,11,0
26,8,209
21,7,209
80,4,0
13,3,463
53,2,209
45,9,209
89,3,0
82,0,0
96,8,0
66,5,209
45,10,209
94,10,0
30,3,209
35,3,209
27,6,209
52,0,209
31,2,209
5,8,0
38,5,209
61,3,209
63,7,209
38,6,209
92,9,0
0,9,0
9,11,463
2,3,463
72,4,0
49,6,209
66,8,209
50,1,209
68,8,209
74,1,0
11,10,463
23,8,209
9,0,463
3,10,0
92,1,0
12,6,463
15,5,463
20,5,209
5,11,0
0,2,0
48,2,209
83,1,0
46,10,209
1,10,0
15,0,489
87,11,0
12,10,463
3,7,463
66,2,209
59,6,209
31,5,209
34,9,209
15,1,463
79,11,0
36,9,209
67,0,209
43,7,209
55,9,209
53,1,209
66,11,209
72,10,0
57,8,209
54,12,209
59,3,209
84,5,0
93,6,0
20,2,209
63,10,209
62,10,209
94,0,0
32,11,209
83,7,0
57,7,209
36,0,209
46,0,209
70,9,209
95,5,0
63,4,209
